Fecha,Demanda
2025-06-23,3360.0
2025-06-30,1776.0
2025-07-07,0.0
2025-07-14,672.0
2025-07-21,2016.0
2025-07-28,1704.0
2025-08-04,1656.0
2025-08-11,576.0
2025-08-18,1944.0
2025-08-25,1872.0
2025-09-01,192.0
2025-09-08,1476.0
2025-09-15,0.0
2025-09-22,0.0
2025-09-29,3132.0
2025-10-06,648.0
2025-10-13,1272.0
2025-10-20,744.0
2025-10-27,1704.0
2025-11-03,1212.0
2025-11-10,1320.0
2025-11-17,132.0
2025-11-24,870.0
2025-12-01,132.0
2025-12-08,888.0
2025-12-15,1914.0
2025-12-22,864.0
2025-12-29,780.0
2026-01-05,84.0
2026-01-12,0.0
2026-01-19,1332.0
2026-01-26,1584.0
2026-02-02,60.0
2026-02-09,0.0
2026-02-16,0.0
2026-02-23,2664.0
