Fecha,Demanda
2021-01-04,48.0
2021-01-11,2068.0
2021-01-18,744.0
2021-01-25,32.0
2021-02-01,0.0
2021-02-08,60.0
2021-02-15,60.0
2021-02-22,725.0
2021-03-01,0.0
2021-03-08,72.0
2021-03-15,12.0
2021-03-22,264.0
2021-03-29,836.0
2021-04-05,728.0
2021-04-12,12.0
2021-04-19,1166.0
2021-04-26,900.0
2021-05-03,12.0
2021-05-10,495.0
2021-05-17,533.0
2021-05-24,316.0
2021-05-31,430.0
2021-06-07,899.0
2021-06-14,54.0
2021-06-21,888.0
2021-06-28,0.0
2021-07-05,604.0
2021-07-12,12.0
2021-07-19,1560.0
2021-07-26,24.0
2021-08-02,0.0
2021-08-09,720.0
2021-08-16,984.0
2021-08-23,1248.0
2021-08-30,0.0
2021-09-06,0.0
2021-09-13,624.0
2021-09-20,600.0
2021-09-27,672.0
2021-10-04,576.0
2021-10-11,768.0
2021-10-18,288.0
2021-10-25,744.0
2021-11-01,216.0
2021-11-08,1200.0
2021-11-15,384.0
2021-11-22,648.0
2021-11-29,48.0
2021-12-06,0.0
2021-12-13,0.0
2021-12-20,0.0
2021-12-27,1968.0
2022-01-03,0.0
2022-01-10,696.0
2022-01-17,0.0
2022-01-24,0.0
2022-01-31,216.0
2022-02-07,552.0
2022-02-14,24.0
2022-02-21,480.0
2022-02-28,600.0
2022-03-07,264.0
2022-03-14,360.0
2022-03-21,312.0
2022-03-28,552.0
2022-04-04,456.0
2022-04-11,0.0
2022-04-18,648.0
2022-04-25,552.0
2022-05-02,312.0
2022-05-09,576.0
2022-05-16,24.0
2022-05-23,360.0
2022-05-30,396.0
2022-06-06,504.0
2022-06-13,528.0
2022-06-20,504.0
2022-06-27,312.0
2022-07-04,456.0
2022-07-11,396.0
2022-07-18,480.0
2022-07-25,432.0
2022-08-01,432.0
2022-08-08,432.0
2022-08-15,516.0
2022-08-22,600.0
2022-08-29,496.0
2022-09-05,24.0
2022-09-12,432.0
2022-09-19,720.0
2022-09-26,576.0
2022-10-03,432.0
2022-10-10,528.0
2022-10-17,600.0
2022-10-24,462.0
2022-10-31,96.0
2022-11-07,672.0
2022-11-14,612.0
2022-11-21,372.0
2022-11-28,336.0
2022-12-05,288.0
2022-12-12,1128.0
2022-12-19,528.0
2022-12-26,1020.0
2023-01-02,0.0
2023-01-09,0.0
2023-01-16,636.0
2023-01-23,1703.0
2023-01-30,24.0
2023-02-06,0.0
2023-02-13,468.0
2023-02-20,612.0
2023-02-27,504.0
2023-03-06,492.0
2023-03-13,576.0
2023-03-20,384.0
2023-03-27,1056.0
2023-04-03,0.0
2023-04-10,408.0
2023-04-17,420.0
2023-04-24,384.0
2023-05-01,240.0
2023-05-08,624.0
2023-05-15,408.0
2023-05-22,660.0
2023-05-29,696.0
2023-06-05,486.0
2023-06-12,336.0
2023-06-19,420.0
2023-06-26,432.0
2023-07-03,1302.0
2023-07-10,0.0
2023-07-17,456.0
2023-07-24,720.0
2023-07-31,576.0
2023-08-07,624.0
2023-08-14,576.0
2023-08-21,552.0
2023-08-28,480.0
2023-09-04,1188.0
2023-09-11,0.0
2023-09-18,804.0
2023-09-25,1032.0
2023-10-02,756.0
2023-10-09,744.0
2023-10-16,552.0
2023-10-23,900.0
2023-10-30,552.0
2023-11-06,936.0
2023-11-13,816.0
2023-11-20,600.0
2023-11-27,1296.0
2023-12-04,528.0
2023-12-11,624.0
2023-12-18,1008.0
2023-12-25,1608.0
2024-01-01,0.0
2024-01-08,0.0
2024-01-15,996.0
2024-01-22,1620.0
2024-01-29,984.0
2024-02-05,648.0
2024-02-12,216.0
2024-02-19,287.0
2024-02-26,1416.0
2024-03-04,1164.0
2024-03-11,860.0
2024-03-18,516.0
2024-03-25,276.0
2024-04-01,850.0
2024-04-08,1464.0
2024-04-15,552.0
2024-04-22,888.0
2024-04-29,1608.0
2024-05-06,672.0
2024-05-13,96.0
2024-05-20,576.0
2024-05-27,360.0
2024-06-03,576.0
2024-06-10,1044.0
2024-06-17,1104.0
2024-06-24,912.0
2024-07-01,120.0
2024-07-08,504.0
2024-07-15,744.0
2024-07-22,780.0
2024-07-29,894.0
2024-08-05,528.0
2024-08-12,672.0
2024-08-19,696.0
2024-08-26,2784.0
2024-09-02,60.0
2024-09-09,0.0
2024-09-16,1872.0
2024-09-23,96.0
2024-09-30,384.0
2024-10-07,984.0
2024-10-14,905.0
2024-10-21,858.0
2024-10-28,456.0
2024-11-04,708.0
2024-11-11,996.0
2024-11-18,1056.0
2024-11-25,888.0
2024-12-02,964.0
2024-12-09,1332.0
2024-12-16,1392.0
2024-12-23,818.0
2024-12-30,408.0
2025-01-06,0.0
2025-01-13,204.0
2025-01-20,1572.0
2025-01-27,1584.0
2025-02-03,514.0
2025-02-10,744.0
2025-02-17,1056.0
2025-02-24,996.0
2025-03-03,552.0
2025-03-10,1248.0
2025-03-17,1392.0
2025-03-24,864.0
2025-03-31,480.0
2025-04-07,1531.0
2025-04-14,576.0
2025-04-21,1020.0
2025-04-28,1524.0
2025-05-05,168.0
2025-05-12,96.0
2025-05-19,1464.0
2025-05-26,1440.0
2025-06-02,504.0
2025-06-09,828.0
2025-06-16,552.0
2025-06-23,1200.0
2025-06-30,695.0
2025-07-07,0.0
2025-07-14,504.0
2025-07-21,1572.0
2025-07-28,1356.0
2025-08-04,1344.0
2025-08-11,384.0
2025-08-18,1176.0
2025-08-25,1140.0
2025-09-01,192.0
2025-09-08,1384.0
2025-09-15,0.0
2025-09-22,0.0
2025-09-29,3351.0
2025-10-06,960.0
2025-10-13,1474.0
2025-10-20,744.0
2025-10-27,1896.0
2025-11-03,1578.0
2025-11-10,1354.0
2025-11-17,174.0
2025-11-24,744.0
2025-12-01,48.0
2025-12-08,648.0
2025-12-15,1860.0
2025-12-22,912.0
2025-12-29,960.0
2026-01-05,168.0
2026-01-12,48.0
2026-01-19,2668.0
2026-01-26,2700.0
2026-02-02,110.0
2026-02-09,0.0
2026-02-16,0.0
2026-02-23,5184.0
