fecha,demanda_predicha,limite_inferior,limite_superior
2026-03-01,4230.0,2442.0,7324.0
2026-04-01,5023.0,2603.0,9694.0
2026-05-01,5528.0,2657.0,11502.0
2026-06-01,5944.0,2614.0,13515.0
2026-07-01,5410.0,2203.0,13284.0
2026-08-01,5802.0,2206.0,15256.0
